"file","classification","reason","sha256"
"results/figures/manuscript/figure_03/panels/figure_03b.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","737aa0f1730be9a3cbc8a156b9b20e183a9f68141e4c8c65d2fcd874f7833277"
"results/figures/manuscript/figure_03/panels/figure_03c.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","f12819da0258ad6cb620d81b26c180b36c5b526883bd078c139cf54e12b29555"
"results/figures/manuscript/figure_03/panels/figure_03d.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","29b6ba3d0f0de4c410dc5595e96e62da48453d165688d8dd8ebc873ee5619ecc"
"results/figures/manuscript/figure_03/panels/figure_03e.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","2ceed7f81dfd5a43c00c1c62f835f77ef548e1a011abd7584a3093b5a70d01d7"
"results/figures/manuscript/figure_03/panels/figure_03f.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","a55136e4c1509f7ab50cafe6d6f8d05b6761c8d63cbc7544ab9c65b0247dee96"
"results/figures/manuscript/figure_03/panels/figure_03g.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","c44055b3bbde9ab2c4e2a4132cde9f1a45113f04566a1a47fed8797abccf848d"
"results/figures/manuscript/figure_03/panels/figure_03h.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","7c6fc486d08f378bb498129346cd12d96c29bc909d6a4c0413f0ae2ff5ee75d4"
"results/figures/manuscript/figure_03/panels/figure_03i.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure materialised","f38dc69f058d11a127d600fff78ab5b759c269196160282a54f753e222733631"
"results/manuscript/figure_3/assembled/figure_03.pdf","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","471a2e1884851e086342823f358bae0b2c2e31919e8a3f5504de665af0a7ff1f"
"results/manuscript/figure_3/assembled/figure_03.png","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","b3bd7d337592eccbf3493d69fc957625992b16e835033ea3ca764ff76790a704"
"results/manuscript/figure_3/assembled/figure_03.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","1c3799e6750cf44bc77f72e9d1d19a69cd3b86748490d67937573284c8cdf4fd"
"results/manuscript/figure_3/panels/figure_03a.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","9b86c08c9baed9f1a23c7b2092a6e85d584dcfe9632434df968dabe71aa36cf9"
"results/manuscript/figure_3/panels/figure_03b.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","737aa0f1730be9a3cbc8a156b9b20e183a9f68141e4c8c65d2fcd874f7833277"
"results/manuscript/figure_3/panels/figure_03c.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","f12819da0258ad6cb620d81b26c180b36c5b526883bd078c139cf54e12b29555"
"results/manuscript/figure_3/panels/figure_03d.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","29b6ba3d0f0de4c410dc5595e96e62da48453d165688d8dd8ebc873ee5619ecc"
"results/manuscript/figure_3/panels/figure_03e.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","2ceed7f81dfd5a43c00c1c62f835f77ef548e1a011abd7584a3093b5a70d01d7"
"results/manuscript/figure_3/panels/figure_03f.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","a55136e4c1509f7ab50cafe6d6f8d05b6761c8d63cbc7544ab9c65b0247dee96"
"results/manuscript/figure_3/panels/figure_03g.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","c44055b3bbde9ab2c4e2a4132cde9f1a45113f04566a1a47fed8797abccf848d"
"results/manuscript/figure_3/panels/figure_03h.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","7c6fc486d08f378bb498129346cd12d96c29bc909d6a4c0413f0ae2ff5ee75d4"
"results/manuscript/figure_3/panels/figure_03i.svg","EXPECTED_PROMOTION_OUTPUT","promoted manuscript figure exported","f38dc69f058d11a127d600fff78ab5b759c269196160282a54f753e222733631"
"results/manuscript/figure_1/assembled/figure_01.pdf","UNCHANGED_FIGURE_1","re-copied by the export; byte-identical","00eab8b78a2dc6f8fbe432f770e75ecd929aa98b87b9e11dd589d0be4f37540f"
"results/manuscript/figure_1/assembled/figure_01.png","UNCHANGED_FIGURE_1","re-copied by the export; byte-identical","9dee9408d6b4df5ff705598576902cbd9b8717221241a36836df506dcee38357"
"results/manuscript/figure_1/assembled/figure_01.svg","UNCHANGED_FIGURE_1","re-copied by the export; byte-identical","cdb066da6b9996046e3a8e7e35a98e6c81f4695472139fbe6d285621eaa88115"
"results/manuscript/figure_1/panels/figure_01a.svg","UNCHANGED_FIGURE_1","re-copied by the export; byte-identical","689e2e8175caca47821e2551fab805e456c0f16157addbae4ee5aab01b3f2489"
"results/manuscript/figure_1/panels/figure_01b.svg","UNCHANGED_FIGURE_1","re-copied by the export; byte-identical","d5de3f2d733a8c63c9cf18a3cb9b2231460de74abc72652e20fbac19bc486102"
"results/manuscript/figure_1/panels/figure_01c.svg","UNCHANGED_FIGURE_1","re-copied by the export; byte-identical","65449ce16d34572c4b96812d328f8b9d6ee9964a50c9de7b80195a492a40c12a"
"results/manuscript/figure_1/panels/figure_01d.svg","UNCHANGED_FIGURE_1","re-copied by the export; byte-identical","1d96efd5bc9b55058d4c38769a84ef9a29961092e5444eaa602d08c4e1e9d070"
