"change","path","note"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_05/assembled/extended_data_05.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_05/panels/extended_data_05a.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_05/panels/extended_data_05b.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/assembled/extended_data_06.pdf","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/assembled/extended_data_06.png","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/assembled/extended_data_06.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/panels/extended_data_06a.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/panels/extended_data_06b.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/panels/extended_data_06c.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/panels/extended_data_06d.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_06/panels/extended_data_06e.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_08/assembled/extended_data_08.pdf","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_08/assembled/extended_data_08.png","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_08/assembled/extended_data_08.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_08/panels/extended_data_08a.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_08/panels/extended_data_08b.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_08/panels/extended_data_08c.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_08/panels/extended_data_08d.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_behaviour_panels/extended_data_behaviour_ed05a.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_behaviour_panels/extended_data_behaviour_ed05b.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_behaviour_panels/extended_data_behaviour_ed09a.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_behaviour_panels/extended_data_behaviour_ed09b.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"ADDED_curated_figure_created_after_previous_export","results/figures/manuscript/extended_data_behaviour_panels/extended_data_behaviour_ed09c.svg","source figure mtime postdates the superseded manifest; unrelated to the failed run"
"REFRESHED_to_current_source_bytes","results/manuscript/extended_data/manuscript_extended_data_09_assembled_extended_data_09.pdf","destination now byte-identical to its current source; source re-rendered after the superseded manifest"
"REFRESHED_to_current_source_bytes","results/manuscript/extended_data/manuscript_extended_data_09_assembled_extended_data_09.png","destination now byte-identical to its current source; source re-rendered after the superseded manifest"
"REFRESHED_to_current_source_bytes","results/manuscript/extended_data/manuscript_extended_data_09_assembled_extended_data_09.svg","destination now byte-identical to its current source; source re-rendered after the superseded manifest"
"REFRESHED_to_current_source_bytes","results/manuscript/extended_data/manuscript_extended_data_09_panels_extended_data_09a.svg","destination now byte-identical to its current source; source re-rendered after the superseded manifest"
