"provenance_source","baseline_row_id","file","current_line_start","current_line_end","syntactic_form","kind","artifact","construction_type","n_lines","intended_owner","intended_helper","classification","actionable","current_path_expression"
"original_oracle_176",NA,"analysis/wgcna/render_module_go_heatmaps.R",51,51,"path_results","tables","<directory>","DIRECTORY",1,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", DATASET, ""supermodules"")"
"supplemental_coverage",NA,"analysis/wgcna/render_module_go_heatmaps.R",52,52,"alias","tables","WGCNA_module_GO_enrichment_long.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path(MODULES_DIR, ""WGCNA_module_GO_enrichment_long.csv"")"
"supplemental_coverage",NA,"analysis/wgcna/render_module_go_heatmaps.R",53,53,"alias","tables","module_name_map.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path(MODULES_DIR, ""module_name_map.csv"")"
"supplemental_coverage",NA,"analysis/wgcna/render_module_go_heatmaps.R",54,57,"alias","tables","<directory>","DIRECTORY",4,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","LIVE_READER",TRUE,"file.path( SUPERMODULES_DIR, if (identical(DATASET, ""microglia"")) ""wgcna_module_supermodule_annotation.csv"" else ""wgcna_supermodule_eigengene_clusters.csv"" )"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",140,140,"path_processed","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_processed(""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile, ""wgcna_final_model_state.rds"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",142,142,"path_results","source_data","wgcna_final_model_state.rds","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""source_data"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile, ""wgcna_final_model_state.rds"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",155,155,"path_results","tables","wgcna_module_supermodule_annotation.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile, ""supermodules"", ""wgcna_module_supermodule_annotation.csv"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",157,157,"path_results","source_data","wgcna_module_supermodule_annotation.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""source_data"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile, ""supermodules"", ""wgcna_module_supermodule_annotation.csv"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",194,194,"path_results","tables","WGCNA_module_definitions_for_downstream.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile, ""modules"", ""WGCNA_module_definitions_for_downstream.csv"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",197,197,"path_results","tables","WGCNA_modules_long.xlsx","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile, ""modules"", ""WGCNA_modules_long.xlsx"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",198,198,"path_results","tables","WGCNA_modules_long.xlsx","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", ""modules"", ""WGCNA_modules_long.xlsx"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",199,199,"path_results","tables","WGCNA_modules_long.xlsx","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", ""WGCNA_modules_long.xlsx"")"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",201,201,"path_results","tables","<directory>","DIRECTORY",1,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile)"
"original_oracle_176",NA,"analysis/wgcna/score_module_activity.R",274,274,"path_results","tables","WGCNA_module_definitions_for_downstream.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset_profile, ""modules"", ""WGCNA_module_definitions_for_downstream.csv"")"
"supplemental_coverage",NA,"audits/part29/wgcna_registry_final_review.R",71,72,"file.path","tables","<directory>","DIRECTORY",2,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","LIVE_READER",TRUE,"file.path(""results"", ""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", ds, ""modules"", f)"
"original_oracle_176",NA,"R/statistics/wgcna_downstream_utils.R",886,886,"path_processed","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_processed(""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""wgcna_final_model_state.rds"")"
"original_oracle_176",NA,"R/statistics/wgcna_downstream_utils.R",887,887,"path_results","tables","WGCNA_module_definitions_for_downstream.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""modules"", ""WGCNA_module_definitions_for_downstream.csv"")"
"original_oracle_176",NA,"R/statistics/wgcna_downstream_utils.R",888,888,"path_results","tables","WGCNA_module_summary.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""modules"", ""WGCNA_module_summary.csv"")"
"original_oracle_176",NA,"R/statistics/wgcna_downstream_utils.R",889,889,"path_results","tables","WGCNA_module_GO_enrichment_long.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""modules"", ""WGCNA_module_GO_enrichment_long.csv"")"
"original_oracle_176",NA,"R/statistics/wgcna_downstream_utils.R",890,890,"path_results","tables","wgcna_module_supermodule_annotation.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""supermodules"", ""wgcna_module_supermodule_annotation.csv"")"
"original_oracle_176",NA,"R/statistics/wgcna_downstream_utils.R",891,891,"path_results","tables","wgcna_supermodule_summary.csv","EXACT_ARTIFACT",1,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""supermodules"", ""wgcna_supermodule_summary.csv"")"
"original_oracle_176",NA,"R/statistics/wgcna_identity_contract_utils.R",116,116,"path_results","tables","<directory>","DIRECTORY",1,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","LIVE_READER",TRUE,"path_results(""tables"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset)"
"original_oracle_176",NA,"R/statistics/wgcna_identity_contract_utils.R",117,117,"path_results","logs","<directory>","DIRECTORY",1,"build_wgcna_modules","wgcna_modules_dir / wgcna_supermodules_dir / wgcna_modules_scope_dir / wgcna_modules_scope_root","LIVE_READER",TRUE,"path_results(""logs"", ""06_modules_WGCNA"", ""01_WGCNA"", dataset)"
"original_oracle_176",NA,"R/statistics/wgcna_identity_contract_utils.R",119,121,"path_processed","processed","wgcna_final_model_state.rds","EXACT_ARTIFACT",3,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"path_processed( ""06_modules_WGCNA"", ""01_WGCNA"", dataset, ""wgcna_final_model_state.rds"" )"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",122,124,"alias","tables","WGCNA_module_definitions_for_downstream.csv","EXACT_ARTIFACT",3,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path( stage01_tables, ""modules"", ""WGCNA_module_definitions_for_downstream.csv"" )"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",125,127,"alias","tables","wgcna_module_supermodule_annotation.csv","EXACT_ARTIFACT",3,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path( stage01_tables, ""supermodules"", ""wgcna_module_supermodule_annotation.csv"" )"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",128,130,"alias","tables","wgcna_supermodule_summary.csv","EXACT_ARTIFACT",3,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path( stage01_tables, ""supermodules"", ""wgcna_supermodule_summary.csv"" )"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",131,133,"alias","tables","wgcna_supermodule_eigengene_clusters.csv","EXACT_ARTIFACT",3,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path( stage01_tables, ""supermodules"", ""wgcna_supermodule_eigengene_clusters.csv"" )"
"supplemental_coverage",NA,"R/statistics/wgcna_identity_contract_utils.R",134,136,"alias","tables","supermodule_clustering_sensitivity.csv","EXACT_ARTIFACT",3,"build_wgcna_modules","wgcna_modules_artifact","LIVE_READER",TRUE,"file.path( stage01_tables, ""supermodules"", ""supermodule_clustering_sensitivity.csv"" )"
