"analysis_id","old_path","normalized_path","lifecycle","canonical_owner","consumer_count","scientific_consumer_count","publication_consumer_count","provenance_consumer_count","rationale"
"audit_animal_id_integrity","results/tables/08_behavior_physio_coupling/animal_id_integrity/animal_id_resolution_report.csv","results/integration/audit_animal_id_integrity/global/tables/animal_id_resolution_report.csv","TABLE","analysis/integration/audit_animal_id_integrity.R",10,5,2,11,"Machine-readable integration table with downstream scientific or publication readers."
"build_cross_compartment_atlas","results/tables/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas.csv","results/integration/build_cross_compartment_atlas/global/tables/cross_compartment_program_atlas.csv","TABLE","analysis/integration/build_cross_compartment_atlas.R",57,13,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_cross_compartment_atlas","results/tables/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_long.csv","results/integration/build_cross_compartment_atlas/global/tables/cross_compartment_program_atlas_long.csv","TABLE","analysis/integration/build_cross_compartment_atlas.R",57,13,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_cross_compartment_atlas","results/source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas.csv","results/integration/build_cross_compartment_atlas/global/tables/source_data/cross_compartment_program_atlas.csv","TABLE","analysis/integration/build_cross_compartment_atlas.R",57,13,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_cross_compartment_atlas","results/source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_long.csv","results/integration/build_cross_compartment_atlas/global/tables/source_data/cross_compartment_program_atlas_long.csv","TABLE","analysis/integration/build_cross_compartment_atlas.R",57,13,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_cross_compartment_atlas","results/source_data/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_input_status.csv","results/integration/build_cross_compartment_atlas/global/tables/source_data/cross_compartment_program_atlas_input_status.csv","TABLE","analysis/integration/build_cross_compartment_atlas.R",57,13,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_cross_compartment_atlas","results/reports/10_biological_integration/cross_compartment_program_atlas/global/input_status.csv","results/integration/build_cross_compartment_atlas/global/reports/input_status.csv","REPORT","analysis/integration/build_cross_compartment_atlas.R",57,13,10,30,"Human-readable integration summary; no downstream scientific reader parses it as data."
"build_cross_compartment_atlas","results/logs/10_biological_integration/cross_compartment_program_atlas/global/run_manifest.yml","results/integration/build_cross_compartment_atlas/global/manifests/run_manifest.yml","MANIFEST","analysis/integration/build_cross_compartment_atlas.R",57,13,10,30,"Run manifest / provenance record, not a scientific table."
"summarize_programs_for_manuscript","results/tables/10_biological_integration/manuscript_program_summary/global/manuscript_program_summary.csv","results/integration/summarize_programs_for_manuscript/global/tables/manuscript_program_summary.csv","TABLE","analysis/integration/summarize_programs_for_manuscript.R",56,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"summarize_programs_for_manuscript","results/source_data/10_biological_integration/manuscript_program_summary/global/manuscript_program_summary.csv","results/integration/summarize_programs_for_manuscript/global/tables/source_data/manuscript_program_summary.csv","TABLE","analysis/integration/summarize_programs_for_manuscript.R",56,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"summarize_programs_for_manuscript","results/logs/10_biological_integration/manuscript_program_summary/global/run_manifest.yml","results/integration/summarize_programs_for_manuscript/global/manifests/run_manifest.yml","MANIFEST","analysis/integration/summarize_programs_for_manuscript.R",56,12,10,30,"Run manifest / provenance record, not a scientific table."
"build_evidence_priority_matrix","results/tables/10_biological_integration/evidence_priority_matrix/global/evidence_priority_matrix.csv","results/integration/build_evidence_priority_matrix/global/tables/evidence_priority_matrix.csv","TABLE","analysis/integration/build_evidence_priority_matrix.R",56,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_evidence_priority_matrix","results/source_data/10_biological_integration/evidence_priority_matrix/global/evidence_priority_matrix.csv","results/integration/build_evidence_priority_matrix/global/tables/source_data/evidence_priority_matrix.csv","TABLE","analysis/integration/build_evidence_priority_matrix.R",56,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_evidence_priority_matrix","results/tables/10_biological_integration/final_evidence_bundle/global/final_biological_evidence_bundle.xlsx","results/integration/build_evidence_priority_matrix/global/tables/final_biological_evidence_bundle.xlsx","TABLE","analysis/integration/build_evidence_priority_matrix.R",56,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_evidence_priority_matrix","results/tables/10_biological_integration/final_evidence_bundle/global/","results/integration/build_evidence_priority_matrix/global/tables","TABLE","analysis/integration/build_evidence_priority_matrix.R",56,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_evidence_priority_matrix","results/source_data/10_biological_integration/final_evidence_bundle/global/","results/integration/build_evidence_priority_matrix/global/tables/source_data","TABLE","analysis/integration/build_evidence_priority_matrix.R",56,12,10,30,"Machine-readable integration table with downstream scientific or publication readers."
"build_evidence_priority_matrix","results/logs/10_biological_integration/final_evidence_bundle/global/run_manifest.yml","results/integration/build_evidence_priority_matrix/global/manifests/final_evidence_bundle/run_manifest.yml","MANIFEST","analysis/integration/build_evidence_priority_matrix.R",56,12,10,30,"Run manifest / provenance record, not a scientific table."
"build_evidence_priority_matrix","results/logs/10_biological_integration/evidence_priority_matrix/global/run_manifest.yml","results/integration/build_evidence_priority_matrix/global/manifests/evidence_priority_matrix/run_manifest.yml","MANIFEST","analysis/integration/build_evidence_priority_matrix.R",56,12,10,30,"Run manifest / provenance record, not a scientific table."
"test_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance/global/gsea_wgcna_concordance_long.csv","results/integration/test_enrichment_module_concordance/global/tables/gsea_wgcna_concordance_long.csv","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance/global/gsea_wgcna_concordance_summary.csv","results/integration/test_enrichment_module_concordance/global/tables/gsea_wgcna_concordance_summary.csv","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance/global/adaptive_resilience_pattern_summary.csv","results/integration/test_enrichment_module_concordance/global/tables/adaptive_resilience_pattern_summary.csv","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance/global/program_specific_leading_edge_module_overlap.csv","results/integration/test_enrichment_module_concordance/global/tables/program_specific_leading_edge_module_overlap.csv","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance/global/gsea_wgcna_concordance_audit.csv","results/integration/test_enrichment_module_concordance/global/tables/gsea_wgcna_concordance_audit.csv","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance/global/program_module_matching_audit.csv","results/integration/test_enrichment_module_concordance/global/tables/program_module_matching_audit.csv","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance/global/ontology_aware_gsea_theme_assignments_all_contrasts.csv","results/integration/test_enrichment_module_concordance/global/tables/ontology_aware_gsea_theme_assignments_all_contrasts.csv","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/source_data/10_biological_integration/gsea_wgcna_concordance/global/","results/integration/test_enrichment_module_concordance/global/tables/source_data","TABLE","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"test_enrichment_module_concordance","results/reports/10_biological_integration/gsea_wgcna_concordance/global/README.md","results/integration/test_enrichment_module_concordance/global/reports/README.md","REPORT","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Human-readable integration summary; no downstream scientific reader parses it as data."
"test_enrichment_module_concordance","results/logs/10_biological_integration/gsea_wgcna_concordance/global/run_manifest.yml","results/integration/test_enrichment_module_concordance/global/manifests/run_manifest.yml","MANIFEST","analysis/integration/test_enrichment_module_concordance.R",57,13,10,31,"Run manifest / provenance record, not a scientific table."
"summarize_enrichment_module_concordance","results/tables/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/","results/integration/summarize_enrichment_module_concordance/global/tables","TABLE","analysis/integration/summarize_enrichment_module_concordance.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"summarize_enrichment_module_concordance","results/source_data/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/","results/integration/summarize_enrichment_module_concordance/global/tables/source_data","TABLE","analysis/integration/summarize_enrichment_module_concordance.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"summarize_enrichment_module_concordance","results/reports/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/README.md","results/integration/summarize_enrichment_module_concordance/global/reports/README.md","REPORT","analysis/integration/summarize_enrichment_module_concordance.R",55,12,10,31,"Human-readable integration summary; no downstream scientific reader parses it as data."
"summarize_enrichment_module_concordance","results/logs/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/run_manifest.yml","results/integration/summarize_enrichment_module_concordance/global/manifests/run_manifest.yml","MANIFEST","analysis/integration/summarize_enrichment_module_concordance.R",55,12,10,31,"Run manifest / provenance record, not a scientific table."
"build_candidate_protein_shortlist","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_all.csv","results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_all.csv","TABLE","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"build_candidate_protein_shortlist","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_long.csv","results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_long.csv","TABLE","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"build_candidate_protein_shortlist","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_shortlist.csv","results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_shortlist.csv","TABLE","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"build_candidate_protein_shortlist","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_top10_per_module.csv","results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_top10_per_module.csv","TABLE","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"build_candidate_protein_shortlist","results/tables/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/wgcna_candidate_proteins_shortlist.xlsx","results/integration/build_candidate_protein_shortlist/<dataset>/tables/wgcna_candidate_proteins_shortlist.xlsx","TABLE","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"build_candidate_protein_shortlist","results/source_data/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/","results/integration/build_candidate_protein_shortlist/<dataset>/tables/source_data","TABLE","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"build_candidate_protein_shortlist","results/reports/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/README.md","results/integration/build_candidate_protein_shortlist/<dataset>/reports/README.md","REPORT","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Human-readable integration summary; no downstream scientific reader parses it as data."
"build_candidate_protein_shortlist","results/logs/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/run_manifest.yml","results/integration/build_candidate_protein_shortlist/<dataset>/manifests/run_manifest.yml","MANIFEST","analysis/integration/build_candidate_protein_shortlist.R",55,12,10,32,"Run manifest / provenance record, not a scientific table."
"quantify_candidate_network_position","results/tables/10_biological_integration/wgcna_sus_res_network_position/<dataset>/wgcna_sus_res_network_position_protein_level.csv","results/integration/quantify_candidate_network_position/<dataset>/tables/wgcna_sus_res_network_position_protein_level.csv","TABLE","analysis/integration/quantify_candidate_network_position.R",57,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"quantify_candidate_network_position","results/tables/10_biological_integration/wgcna_sus_res_network_position/<dataset>/wgcna_sus_res_network_position_module_summary.csv","results/integration/quantify_candidate_network_position/<dataset>/tables/wgcna_sus_res_network_position_module_summary.csv","TABLE","analysis/integration/quantify_candidate_network_position.R",57,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"quantify_candidate_network_position","results/tables/10_biological_integration/wgcna_sus_res_network_position/<dataset>/wgcna_sus_res_network_position_permutation_summary.csv","results/integration/quantify_candidate_network_position/<dataset>/tables/wgcna_sus_res_network_position_permutation_summary.csv","TABLE","analysis/integration/quantify_candidate_network_position.R",57,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"quantify_candidate_network_position","results/figures/10_biological_integration/wgcna_sus_res_network_position/<dataset>/","results/integration/quantify_candidate_network_position/<dataset>/plots","PLOT","analysis/integration/quantify_candidate_network_position.R",57,12,10,32,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"quantify_candidate_network_position","results/source_data/10_biological_integration/wgcna_sus_res_network_position/<dataset>/","results/integration/quantify_candidate_network_position/<dataset>/tables/source_data","TABLE","analysis/integration/quantify_candidate_network_position.R",57,12,10,32,"Machine-readable integration table with downstream scientific or publication readers."
"quantify_candidate_network_position","results/reports/10_biological_integration/wgcna_sus_res_network_position/<dataset>/README.md","results/integration/quantify_candidate_network_position/<dataset>/reports/README.md","REPORT","analysis/integration/quantify_candidate_network_position.R",57,12,10,32,"Human-readable integration summary; no downstream scientific reader parses it as data."
"quantify_candidate_network_position","results/logs/10_biological_integration/wgcna_sus_res_network_position/<dataset>/run_manifest.yml","results/integration/quantify_candidate_network_position/<dataset>/manifests/run_manifest.yml","MANIFEST","analysis/integration/quantify_candidate_network_position.R",57,12,10,32,"Run manifest / provenance record, not a scientific table."
"build_immunostaining_candidates","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_animal_abundance.csv","results/integration/build_immunostaining_candidates/global/tables/source_data/immunostaining_candidates_animal_abundance.csv","TABLE","analysis/integration/build_immunostaining_candidates.R",30,12,2,25,"Machine-readable integration table with downstream scientific or publication readers."
"build_immunostaining_candidates","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_sus_res_effects.csv","results/integration/build_immunostaining_candidates/global/tables/source_data/immunostaining_candidates_sus_res_effects.csv","TABLE","analysis/integration/build_immunostaining_candidates.R",30,12,2,25,"Machine-readable integration table with downstream scientific or publication readers."
"build_immunostaining_candidates","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_mapping.csv","results/integration/build_immunostaining_candidates/global/tables/source_data/immunostaining_candidates_mapping.csv","TABLE","analysis/integration/build_immunostaining_candidates.R",30,12,2,25,"Machine-readable integration table with downstream scientific or publication readers."
"build_immunostaining_candidates","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_provenance.csv","results/integration/build_immunostaining_candidates/global/tables/source_data/immunostaining_candidates_provenance.csv","TABLE","analysis/integration/build_immunostaining_candidates.R",30,12,2,25,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_panel","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_selection.csv","results/integration/screen_immunostaining_panel/global/tables/source_data/candidate_panel_selection.csv","TABLE","analysis/integration/screen_immunostaining_panel.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_panel","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_sus_res_effects.csv","results/integration/screen_immunostaining_panel/global/tables/source_data/candidate_panel_sus_res_effects.csv","TABLE","analysis/integration/screen_immunostaining_panel.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_panel","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_animal_abundance.csv","results/integration/screen_immunostaining_panel/global/tables/source_data/candidate_panel_animal_abundance.csv","TABLE","analysis/integration/screen_immunostaining_panel.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_panel","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_excluded_ca2slm.csv","results/integration/screen_immunostaining_panel/global/tables/source_data/candidate_panel_excluded_ca2slm.csv","TABLE","analysis/integration/screen_immunostaining_panel.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_panel","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_excluded_epidermal_qc.csv","results/integration/screen_immunostaining_panel/global/tables/source_data/candidate_panel_excluded_epidermal_qc.csv","TABLE","analysis/integration/screen_immunostaining_panel.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_panel","results/source_data/10_biological_integration/immunostaining_candidate_panel/candidate_panel_provenance.csv","results/integration/screen_immunostaining_panel/global/tables/source_data/candidate_panel_provenance.csv","TABLE","analysis/integration/screen_immunostaining_panel.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_separation","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_candidate_panel.csv","results/integration/screen_immunostaining_separation/global/tables/source_data/separation_candidate_panel.csv","TABLE","analysis/integration/screen_immunostaining_separation.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_separation","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_metrics_all.csv","results/integration/screen_immunostaining_separation/global/tables/source_data/separation_metrics_all.csv","TABLE","analysis/integration/screen_immunostaining_separation.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_separation","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_qualifying_cells.csv","results/integration/screen_immunostaining_separation/global/tables/source_data/separation_qualifying_cells.csv","TABLE","analysis/integration/screen_immunostaining_separation.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_separation","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_panel_animal_abundance.csv","results/integration/screen_immunostaining_separation/global/tables/source_data/separation_panel_animal_abundance.csv","TABLE","analysis/integration/screen_immunostaining_separation.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_separation","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_panel_sus_res_effects.csv","results/integration/screen_immunostaining_separation/global/tables/source_data/separation_panel_sus_res_effects.csv","TABLE","analysis/integration/screen_immunostaining_separation.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"screen_immunostaining_separation","results/source_data/10_biological_integration/immunostaining_separation_screen/separation_screen_provenance.csv","results/integration/screen_immunostaining_separation/global/tables/source_data/separation_screen_provenance.csv","TABLE","analysis/integration/screen_immunostaining_separation.R",55,12,10,31,"Machine-readable integration table with downstream scientific or publication readers."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/","results/integration/render_module_circular_atlas/global/plots","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_main.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_main.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_main.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_main.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_selected_only.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_selected_only.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_selected_only.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_atlas_selected_only.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_all_datasets.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_all_datasets.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_all_datasets.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_all_datasets.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_neuropil.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_neuropil.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_neuropil.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_neuropil.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_soma.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_soma.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_soma.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_soma.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_microglia.svg","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_microglia.svg","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
"render_module_circular_atlas","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_microglia.pdf","results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_microglia.pdf","PLOT","analysis/integration/render_module_circular_atlas.R",55,12,10,30,"integration diagnostic figure. Normalized child is plots/: the layout contract reserves figures/ for the manuscript's assembled panels."
